n,width,beta,seed,solver,p_bar_mode,optimal_cost,expanded_states,generated_states,oracle_calls,stored_states,wall_seconds,timeout
15,5,0.0,43,full_dp,tight,1882.9117951242065,236,688,688,237,0.0023192999979073647,False
15,5,0.0,43,dijkstra,tight,1882.9117951242065,237,688,688,237,0.0032279000006383285,False
15,5,0.0,43,lao,tight,1882.9117951242067,23,83,83,74,0.00099209999825689,False
15,5,0.0,43,astar,loose,1882.9117951242067,237,688,688,237,0.0028617000025406014,False
15,5,0.0,43,astar,tight,1882.911795124207,16,45,45,46,0.00026330000036978163,False
15,5,0.0,44,full_dp,tight,2051.146369406904,282,866,866,283,0.003213399999367539,False
15,5,0.0,44,dijkstra,tight,2051.146369406904,283,866,866,283,0.00401630000123987,False
15,5,0.0,44,lao,tight,2051.1463694069043,16,62,62,62,0.0006958000012673438,False
15,5,0.0,44,astar,loose,2051.146369406904,283,866,866,283,0.0035715999983949587,False
15,5,0.0,44,astar,tight,2051.146369406904,16,42,42,43,0.0002454999994370155,False
15,5,0.5,42,full_dp,tight,1354.766231845443,234,688,688,235,0.0024334999980055727,False
15,5,0.5,42,dijkstra,tight,1354.7662318454427,235,688,688,235,0.0032305999993695877,False
15,5,0.5,42,lao,tight,1354.7662318454431,27,97,97,78,0.0011655000016617123,False
15,5,0.5,42,astar,loose,1354.7662318454431,235,688,688,235,0.0028466000003390945,False
15,5,0.5,42,astar,tight,1354.766231845443,17,52,52,52,0.00028810000003431924,False
15,5,0.5,43,full_dp,tight,1450.5710918382767,236,688,688,237,0.0023232000021380372,False
15,5,0.5,43,dijkstra,tight,1450.5710918382772,237,688,688,237,0.0032066999992821366,False
15,5,0.5,43,lao,tight,1450.571091838277,15,52,52,53,0.0006073000004107598,False
15,5,0.5,43,astar,loose,1450.5710918382774,237,688,688,237,0.0029776999981550034,False
15,5,0.5,43,astar,tight,1450.5710918382772,58,157,157,109,0.0007642000018677209,False
15,5,0.5,44,full_dp,tight,1551.3524863305647,282,866,866,283,0.0030470999990939163,False
15,5,0.5,44,dijkstra,tight,1551.3524863305643,283,866,866,283,0.004010800003015902,False
15,5,0.5,44,lao,tight,1551.3524863305647,24,90,90,76,0.0010584000010567252,False
15,5,0.5,44,astar,loose,1551.3524863305647,283,866,866,283,0.003599199997552205,False
15,5,0.5,44,astar,tight,1551.3524863305645,17,54,54,54,0.0003003999991051387,False
15,5,1.0,42,full_dp,tight,1220.5703913336374,234,688,688,235,0.0023599999985890463,False
15,5,1.0,42,dijkstra,tight,1220.5703913336374,235,688,688,235,0.003238400000554975,False
15,5,1.0,42,lao,tight,1220.5703913336376,15,51,51,52,0.0006333999990602024,False
15,5,1.0,42,astar,loose,1220.5703913336379,235,688,688,235,0.002878499999496853,False
15,5,1.0,42,astar,tight,1220.5703913336379,17,49,49,49,0.00028759999986505136,False
15,5,1.0,43,full_dp,tight,1319.8034279640665,236,688,688,237,0.0023467999999411404,False
15,5,1.0,43,dijkstra,tight,1319.8034279640667,237,688,688,237,0.0038010999996913597,False
15,5,1.0,43,lao,tight,1319.803427964067,15,54,54,55,0.0010148000001208857,False
15,5,1.0,43,astar,loose,1319.803427964067,237,688,688,237,0.004607699996995507,False
15,5,1.0,43,astar,tight,1319.8034279640672,228,675,675,236,0.003432100002100924,False
15,5,1.0,44,full_dp,tight,1409.8111363996106,282,866,866,283,0.0030880000012984965,False
15,5,1.0,44,dijkstra,tight,1409.8111363996106,283,866,866,283,0.004808400000911206,False
15,5,1.0,44,lao,tight,1409.811136399611,18,58,58,58,0.0007608999985677656,False
15,5,1.0,44,astar,loose,1409.8111363996113,283,866,866,283,0.0036145000012766104,False
15,5,1.0,44,astar,tight,1409.811136399611,34,102,102,76,0.0005141000001458451,False
15,5,2.0,42,full_dp,tight,1165.7591898897447,234,688,688,235,0.0024484000023221597,False
15,5,2.0,42,dijkstra,tight,1165.7591898897447,235,688,688,235,0.0032453999992867466,False
15,5,2.0,42,lao,tight,1165.759189889745,18,64,64,63,0.0007662000025447924,False
15,5,2.0,42,astar,loose,1165.759189889745,235,688,688,235,0.0036671999987447634,False
15,5,2.0,42,astar,tight,1165.759189889745,127,395,395,176,0.001794200001313584,False
15,5,2.0,43,full_dp,tight,1255.2317369890006,236,688,688,237,0.002366999997320818,False
15,5,2.0,43,dijkstra,tight,1255.2317369890006,237,688,688,237,0.0032501999994565267,False
15,5,2.0,43,lao,tight,1255.2317369890009,22,84,84,74,0.001003999997919891,False
15,5,2.0,43,astar,loose,1255.2317369890009,237,688,688,237,0.002856499999325024,False
15,5,2.0,43,astar,tight,1255.2317369890009,17,52,52,52,0.00030340000012074597,False
15,5,2.0,44,full_dp,tight,1334.3509814891916,282,866,866,283,0.003132400001049973,False
15,5,2.0,44,dijkstra,tight,1334.3509814891913,283,866,866,283,0.004023199999210192,False
15,5,2.0,44,lao,tight,1334.3509814891918,25,83,83,75,0.0011343000005581416,False
15,5,2.0,44,astar,loose,1334.3509814891918,283,866,866,283,0.0036029999973834492,False
15,5,2.0,44,astar,tight,1334.3509814891918,16,51,51,52,0.0002824000002874527,False
20,2,0.0,42,full_dp,tight,2656.380582750264,43,66,66,44,0.00035289999868837185,False
20,2,0.0,42,dijkstra,tight,2656.380582750264,44,66,66,44,0.00040219999937107787,False
20,2,0.0,42,lao,tight,2656.380582750264,24,41,41,38,0.0009760000029928051,False
20,2,0.0,42,astar,loose,2656.380582750264,44,66,66,44,0.0004285000031813979,False
20,2,0.0,42,astar,tight,2656.380582750264,26,40,40,36,0.0002959000012197066,False
20,2,0.0,43,full_dp,tight,2546.1805955052387,44,68,68,45,0.00035819999902741984,False
20,2,0.0,43,dijkstra,tight,2546.1805955052387,45,68,68,45,0.0003969999997934792,False
20,2,0.0,43,lao,tight,2546.1805955052387,30,49,49,40,0.001080299996829126,False
20,2,0.0,43,astar,loose,2546.180595505239,45,68,68,45,0.00043060000098193996,False
20,2,0.0,43,astar,tight,2546.180595505239,34,52,52,40,0.00032909999936237,False
20,2,0.0,44,full_dp,tight,2649.737479194797,47,74,74,48,0.00039180000021588057,False
20,2,0.0,44,dijkstra,tight,2649.737479194797,48,74,74,48,0.00042949999988195486,False
20,2,0.0,44,lao,tight,2649.737479194797,27,44,44,38,0.0009707999997772276,False
20,2,0.0,44,astar,loose,2649.737479194797,48,74,74,48,0.0004633999997167848,False
20,2,0.0,44,astar,tight,2649.737479194797,25,40,40,38,0.0002736999995249789,False
20,2,0.5,42,full_dp,tight,1942.382360476185,43,66,66,44,0.0003532999980961904,False
20,2,0.5,42,dijkstra,tight,1942.3823604761849,44,66,66,44,0.00038719999793102033,False
20,2,0.5,42,lao,tight,1942.3823604761853,30,47,47,38,0.001076900000043679,False
20,2,0.5,42,astar,loose,1942.382360476185,44,66,66,44,0.0007358000002568588,False
20,2,0.5,42,astar,tight,1942.382360476185,27,42,42,37,0.0002879999992728699,False
20,2,0.5,43,full_dp,tight,1955.5825156191077,44,68,68,45,0.00039370000013150275,False
20,2,0.5,43,dijkstra,tight,1955.5825156191079,45,68,68,45,0.00039679999827058055,False
20,2,0.5,43,lao,tight,1955.5825156191077,23,41,41,39,0.0008420000012847595,False
20,2,0.5,43,astar,loose,1955.5825156191083,45,68,68,45,0.0004397999982757028,False
20,2,0.5,43,astar,tight,1955.582515619108,22,34,34,34,0.0002334000018890947,False
20,2,0.5,44,full_dp,tight,1949.644595361767,47,74,74,48,0.0003876000009768177,False
20,2,0.5,44,dijkstra,tight,1949.6445953617665,48,74,74,48,0.0004453000001376495,False
20,2,0.5,44,lao,tight,1949.644595361767,28,46,46,39,0.001013299999613082,False
20,2,0.5,44,astar,loose,1949.6445953617665,48,74,74,48,0.00046329999895533547,False
20,2,0.5,44,astar,tight,1949.6445953617667,21,35,35,36,0.0002413000001979526,False
20,2,1.0,42,full_dp,tight,1626.055124574925,43,66,66,44,0.00037800000063725747,False
20,2,1.0,42,dijkstra,tight,1626.0551245749248,44,66,66,44,0.00038860000131535344,False
20,2,1.0,42,lao,tight,1626.055124574925,24,40,40,37,0.0009648999985074624,False
20,2,1.0,42,astar,loose,1626.055124574925,44,66,66,44,0.0005103999974380713,False
20,2,1.0,42,astar,tight,1626.055124574925,23,34,34,33,0.0002468999991833698,False
20,2,1.0,43,full_dp,tight,1672.4984905080678,44,68,68,45,0.0003791999988607131,False
20,2,1.0,43,dijkstra,tight,1672.4984905080682,45,68,68,45,0.00040209999860962853,False
20,2,1.0,43,lao,tight,1672.4984905080682,28,48,48,43,0.0010457999997015577,False
20,2,1.0,43,astar,loose,1672.4984905080682,45,68,68,45,0.0004386000000522472,False
20,2,1.0,43,astar,tight,1672.4984905080682,34,51,51,41,0.0003480000013951212,False
20,2,1.0,44,full_dp,tight,1636.4280562770332,47,74,74,48,0.00038080000012996607,False
20,2,1.0,44,dijkstra,tight,1636.4280562770332,48,74,74,48,0.0004502000010688789,False
20,2,1.0,44,lao,tight,1636.4280562770334,24,39,39,36,0.0008487999984936323,False
20,2,1.0,44,astar,loose,1636.4280562770332,48,74,74,48,0.00046460000157821923,False
20,2,1.0,44,astar,tight,1636.4280562770334,23,36,36,36,0.0002598999999463558,False
20,2,2.0,42,full_dp,tight,1402.6122335016685,43,66,66,44,0.0003507000001263805,False
20,2,2.0,42,dijkstra,tight,1402.6122335016685,44,66,66,44,0.00039259999903151765,False
20,2,2.0,42,lao,tight,1402.6122335016685,23,38,38,36,0.0008105999986582901,False
20,2,2.0,42,astar,loose,1402.6122335016687,44,66,66,44,0.0004303999994590413,False
20,2,2.0,42,astar,tight,1402.6122335016687,24,37,37,35,0.0002583999994385522,False
20,2,2.0,43,full_dp,tight,1451.2301686453527,44,68,68,45,0.00035940000088885427,False
20,2,2.0,43,dijkstra,tight,1451.2301686453525,45,68,68,45,0.00040609999996377155,False
20,2,2.0,43,lao,tight,1451.2301686453527,24,39,39,36,0.0008586000003560912,False
20,2,2.0,43,astar,loose,1451.2301686453525,45,68,68,45,0.00043029999869759195,False
20,2,2.0,43,astar,tight,1451.2301686453527,30,45,45,37,0.0003155999984301161,False
20,2,2.0,44,full_dp,tight,1412.1496953261908,47,74,74,48,0.00039509999987785704,False
20,2,2.0,44,dijkstra,tight,1412.149695326191,48,74,74,48,0.00042469999971217476,False
20,2,2.0,44,lao,tight,1412.1496953261908,22,37,37,36,0.0007802999971318059,False
20,2,2.0,44,astar,loose,1412.1496953261912,48,74,74,48,0.0007293999988178257,False
20,2,2.0,44,astar,tight,1412.149695326191,34,54,54,43,0.00048070000048028305,False
20,3,0.0,42,full_dp,tight,2656.3805827502633,91,183,183,92,0.0011256999969191384,False
20,3,0.0,42,dijkstra,tight,2656.380582750263,92,183,183,92,0.0010474999980942812,False
20,3,0.0,42,lao,tight,2656.380582750264,28,66,66,57,0.0011635000009846408,False
20,3,0.0,42,astar,loose,2656.3805827502642,92,183,183,92,0.0010474999980942812,False
20,3,0.0,42,astar,tight,2656.3805827502633,24,45,45,43,0.00032080000164569356,False
20,3,0.0,43,full_dp,tight,2546.1805955052387,95,195,195,96,0.0009237999984179623,False
20,3,0.0,43,dijkstra,tight,2546.1805955052387,96,195,195,96,0.0011240999992878642,False
20,3,0.0,43,lao,tight,2546.1805955052387,23,54,54,53,0.0009567999986757059,False
20,3,0.0,43,astar,loose,2546.180595505239,96,195,195,96,0.0011163000017404556,False
20,3,0.0,43,astar,tight,2546.180595505239,73,148,148,82,0.0008328000003530178,False
20,3,0.0,44,full_dp,tight,2649.7374791947964,97,202,202,98,0.000949699999182485,False
20,3,0.0,44,dijkstra,tight,2649.7374791947964,98,202,202,98,0.001213100000313716,False
20,3,0.0,44,lao,tight,2649.737479194797,26,65,65,60,0.0011287000015727244,False
20,3,0.0,44,astar,loose,2649.737479194797,98,202,202,98,0.001138899999205023,False
20,3,0.0,44,astar,tight,2649.737479194797,21,41,41,42,0.00029269999868120067,False
20,3,0.5,42,full_dp,tight,1828.3368430549333,91,183,183,92,0.0008874999984982423,False
20,3,0.5,42,dijkstra,tight,1828.336843054933,92,183,183,92,0.0010583999974187464,False
20,3,0.5,42,lao,tight,1828.3368430549335,28,63,63,55,0.001160100000561215,False
20,3,0.5,42,astar,loose,1828.3368430549333,92,183,183,92,0.0010438999997859355,False
20,3,0.5,42,astar,tight,1828.3368430549333,21,42,42,43,0.00029290000020409934,False
20,3,0.5,43,full_dp,tight,1835.980028900119,95,195,195,96,0.0009287000029871706,False
20,3,0.5,43,dijkstra,tight,1835.9800289001191,96,195,195,96,0.001095500003430061,False
20,3,0.5,43,lao,tight,1835.9800289001194,22,53,53,52,0.00090730000010808,False
20,3,0.5,43,astar,loose,1835.9800289001196,96,195,195,96,0.0011288999994576443,False
20,3,0.5,43,astar,tight,1835.9800289001194,32,65,65,54,0.0004126999992877245,False
20,3,0.5,44,full_dp,tight,1905.5159192833955,97,202,202,98,0.0011570999995456077,False
20,3,0.5,44,dijkstra,tight,1905.5159192833953,98,202,202,98,0.0012819999974453822,False
20,3,0.5,44,lao,tight,1905.5159192833955,41,89,89,65,0.0018323000003874768,False
20,3,0.5,44,astar,loose,1905.5159192833958,98,202,202,98,0.0011181000008946285,False
20,3,0.5,44,astar,tight,1905.5159192833958,23,46,46,45,0.00031670000316808,False
20,3,1.0,42,full_dp,tight,1553.5335217751356,91,183,183,92,0.0008927000017138198,False
20,3,1.0,42,dijkstra,tight,1553.5335217751353,92,183,183,92,0.0010448000030010007,False
20,3,1.0,42,lao,tight,1553.5335217751358,36,80,80,63,0.0015875999997660983,False
20,3,1.0,42,astar,loose,1553.5335217751358,92,183,183,92,0.0010570000013103709,False
20,3,1.0,42,astar,tight,1553.5335217751358,21,39,39,40,0.0002826000018103514,False
20,3,1.0,43,full_dp,tight,1597.4467599010325,95,195,195,96,0.0009277000026486348,False
20,3,1.0,43,dijkstra,tight,1597.446759901033,96,195,195,96,0.0012098000006517395,False
20,3,1.0,43,lao,tight,1597.446759901033,21,46,46,46,0.0009006000000226777,False
20,3,1.0,43,astar,loose,1597.4467599010331,96,195,195,96,0.0011019999983545858,False
20,3,1.0,43,astar,tight,1597.446759901033,40,79,79,58,0.0004828000019188039,False
20,3,1.0,44,full_dp,tight,1620.5080498090765,97,202,202,98,0.001363100000162376,False
20,3,1.0,44,dijkstra,tight,1620.5080498090763,98,202,202,98,0.0018244999992020894,False
20,3,1.0,44,lao,tight,1620.5080498090765,29,71,71,60,0.002068999998300569,False
20,3,1.0,44,astar,loose,1620.5080498090765,98,202,202,98,0.0018287999992026016,False
20,3,1.0,44,astar,tight,1620.5080498090765,21,39,39,40,0.0004398000019136816,False
20,3,2.0,42,full_dp,tight,1403.4770891056949,91,183,183,92,0.001486600001953775,False
20,3,2.0,42,dijkstra,tight,1403.4770891056946,92,183,183,92,0.0017535000006319024,False
20,3,2.0,42,lao,tight,1403.4770891056949,31,69,69,58,0.002170499999920139,False
20,3,2.0,42,astar,loose,1403.4770891056949,92,183,183,92,0.0017466999997850507,False
20,3,2.0,42,astar,tight,1403.4770891056949,21,44,44,45,0.0005067999991297256,False
20,3,2.0,43,full_dp,tight,1464.5921278051765,95,195,195,96,0.0010755000002973247,False
20,3,2.0,43,dijkstra,tight,1464.5921278051762,96,195,195,96,0.001127199997426942,False
20,3,2.0,43,lao,tight,1464.5921278051765,27,66,66,59,0.0011671000029309653,False
20,3,2.0,43,astar,loose,1464.5921278051765,96,195,195,96,0.0011081000011472497,False
20,3,2.0,43,astar,tight,1464.5921278051765,50,105,105,69,0.0006436000003304798,False
20,3,2.0,44,full_dp,tight,1431.0797341066327,97,202,202,98,0.0009312999973190017,False
20,3,2.0,44,dijkstra,tight,1431.0797341066327,98,202,202,98,0.001123499998357147,False
20,3,2.0,44,lao,tight,1431.079734106633,23,57,57,54,0.0014205000006768387,False
20,3,2.0,44,astar,loose,1431.079734106633,98,202,202,98,0.0018147999981010798,False
20,3,2.0,44,astar,tight,1431.079734106633,29,61,61,53,0.0006429999993997626,False
20,5,0.0,42,full_dp,tight,2656.380582750263,319,925,925,320,0.006015899998601526,False
20,5,0.0,42,dijkstra,tight,2656.3805827502633,320,925,925,320,0.008151599999109749,False
20,5,0.0,42,lao,tight,2656.3805827502633,61,201,201,141,0.004692000002251007,False
20,5,0.0,42,astar,loose,2656.380582750264,320,925,925,320,0.004872199999226723,False
20,5,0.0,42,astar,tight,2656.380582750264,21,56,56,57,0.000436399997852277,False
20,5,0.0,43,full_dp,tight,2546.1805955052378,442,1386,1386,443,0.006465700000262586,False
20,5,0.0,43,dijkstra,tight,2546.180595505238,443,1386,1386,443,0.007449400000041351,False
20,5,0.0,43,lao,tight,2546.180595505238,27,91,91,85,0.0013588000001618639,False
20,5,0.0,43,astar,loose,2546.1805955052387,443,1386,1386,443,0.006477700000687037,False
20,5,0.0,43,astar,tight,2546.1805955052387,21,59,59,60,0.00042209999810438603,False
20,5,0.0,44,full_dp,tight,2649.7374791947964,367,1100,1100,368,0.004709799999545794,False
20,5,0.0,44,dijkstra,tight,2649.737479194796,368,1100,1100,368,0.005955500000709435,False
20,5,0.0,44,lao,tight,2649.7374791947964,25,82,82,79,0.0012432000003173016,False
20,5,0.0,44,astar,loose,2649.7374791947964,368,1100,1100,368,0.005364399999962188,False
20,5,0.0,44,astar,tight,2649.737479194797,21,50,50,51,0.000341799997841008,False
20,5,0.5,42,full_dp,tight,1786.4898375206928,319,925,925,320,0.003972400001657661,False
20,5,0.5,42,dijkstra,tight,1786.4898375206926,320,925,925,320,0.005124700001033489,False
20,5,0.5,42,lao,tight,1786.489837520693,65,219,219,144,0.0041711999983817805,False
20,5,0.5,42,astar,loose,1786.4898375206928,320,925,925,320,0.004655600001569837,False
20,5,0.5,42,astar,tight,1786.4898375206926,22,68,68,68,0.00044630000047618523,False
20,5,0.5,43,full_dp,tight,1869.3817801184407,442,1386,1386,443,0.005898399998841342,False
20,5,0.5,43,dijkstra,tight,1869.3817801184412,443,1386,1386,443,0.007370300001639407,False
20,5,0.5,43,lao,tight,1869.381780118441,20,69,69,70,0.0009976000001188368,False
20,5,0.5,43,astar,loose,1869.3817801184416,443,1386,1386,443,0.007903499998064945,False
20,5,0.5,43,astar,tight,1869.3817801184414,57,161,161,102,0.0008826999983284622,False
20,5,0.5,44,full_dp,tight,1881.2625903113144,367,1100,1100,368,0.004762299999129027,False
20,5,0.5,44,dijkstra,tight,1881.262590311314,368,1100,1100,368,0.006092799998441478,False
20,5,0.5,44,lao,tight,1881.2625903113144,56,193,193,121,0.0034837000021070708,False
20,5,0.5,44,astar,loose,1881.2625903113146,368,1100,1100,368,0.005366000001231441,False
20,5,0.5,44,astar,tight,1881.2625903113142,40,129,129,99,0.0007786000023770612,False
20,5,1.0,42,full_dp,tight,1554.9511518364527,319,925,925,320,0.004080200000316836,False
20,5,1.0,42,dijkstra,tight,1554.9511518364525,320,925,925,320,0.005003100002795691,False
20,5,1.0,42,lao,tight,1554.951151836453,33,112,112,94,0.0017256999999517575,False
20,5,1.0,42,astar,loose,1554.9511518364534,320,925,925,320,0.0045780000000377186,False
20,5,1.0,42,astar,tight,1554.951151836453,24,72,72,70,0.0004884000009042211,False
20,5,1.0,43,full_dp,tight,1662.2019744292154,442,1386,1386,443,0.005942699997831369,False
20,5,1.0,43,dijkstra,tight,1662.2019744292159,443,1386,1386,443,0.007319700001971796,False
20,5,1.0,43,lao,tight,1662.2019744292156,24,76,76,73,0.0011844000000564847,False
20,5,1.0,43,astar,loose,1662.2019744292159,443,1386,1386,443,0.006573900001967559,False
20,5,1.0,43,astar,tight,1662.2019744292159,28,84,84,80,0.0005539999983739108,False
20,5,1.0,44,full_dp,tight,1702.5025644850346,367,1100,1100,368,0.0047134000014921185,False
20,5,1.0,44,dijkstra,tight,1702.502564485035,368,1100,1100,368,0.005931699997745454,False
20,5,1.0,44,lao,tight,1702.5025644850348,27,94,94,88,0.0015206999996735249,False
20,5,1.0,44,astar,loose,1702.5025644850352,368,1100,1100,368,0.005385200001910562,False
20,5,1.0,44,astar,tight,1702.5025644850352,260,800,800,321,0.003982999998697778,False
20,5,2.0,42,full_dp,tight,1463.7660208814261,319,925,925,320,0.004088199999387143,False
20,5,2.0,42,dijkstra,tight,1463.7660208814264,320,925,925,320,0.006114399999205489,False
20,5,2.0,42,lao,tight,1463.7660208814266,35,111,111,93,0.0028142000010120682,False
20,5,2.0,42,astar,loose,1463.7660208814268,320,925,925,320,0.006623100001888815,False
20,5,2.0,42,astar,tight,1463.7660208814264,22,68,68,68,0.0006107000008341856,False
20,5,2.0,43,full_dp,tight,1561.0110340215276,442,1386,1386,443,0.007147600001189858,False
20,5,2.0,43,dijkstra,tight,1561.0110340215276,443,1386,1386,443,0.008338999999978114,False
20,5,2.0,43,lao,tight,1561.0110340215278,25,93,93,88,0.0013226000010035932,False
20,5,2.0,43,astar,loose,1561.0110340215283,443,1386,1386,443,0.006598300002224278,False
20,5,2.0,43,astar,tight,1561.0110340215278,21,67,67,68,0.0004478999981074594,False
20,5,2.0,44,full_dp,tight,1630.4145645619428,367,1100,1100,368,0.00517039999976987,False
20,5,2.0,44,dijkstra,tight,1630.414564561943,368,1100,1100,368,0.006054099998436868,False
20,5,2.0,44,lao,tight,1630.4145645619433,20,67,67,68,0.0010068000010505784,False
20,5,2.0,44,astar,loose,1630.4145645619433,368,1100,1100,368,0.005386799999541836,False
20,5,2.0,44,astar,tight,1630.4145645619433,21,65,65,66,0.00042779999785125256,False
25,2,0.0,42,full_dp,tight,3311.4917918650735,63,101,101,64,0.0006020999971951824,False
25,2,0.0,42,dijkstra,tight,3311.4917918650735,64,101,101,64,0.0006669999966106843,False
25,2,0.0,42,lao,tight,3311.4917918650735,32,58,58,52,0.0014167999979690649,False
25,2,0.0,42,astar,loose,3311.4917918650744,64,101,101,64,0.0007226000016089529,False
25,2,0.0,42,astar,tight,3311.4917918650744,27,44,44,44,0.0003419999993639067,False
25,2,0.0,43,full_dp,tight,3122.09689183361,60,95,95,61,0.0005549999987124465,False
25,2,0.0,43,dijkstra,tight,3122.09689183361,61,95,95,61,0.0006161999990581535,False
25,2,0.0,43,lao,tight,3122.09689183361,38,65,65,54,0.0016818999974930193,False
25,2,0.0,43,astar,loose,3122.0968918336102,61,95,95,61,0.0008300000008603092,False
25,2,0.0,43,astar,tight,3122.0968918336102,26,38,38,39,0.0003088000012212433,False
25,2,0.0,44,full_dp,tight,3376.9507799481107,66,107,107,67,0.0006204999990586657,False
25,2,0.0,44,dijkstra,tight,3376.9507799481116,67,107,107,67,0.0007689999983995222,False
25,2,0.0,44,lao,tight,3376.950779948111,35,60,60,51,0.0015397000024677254,False
25,2,0.0,44,astar,loose,3376.9507799481116,67,107,107,67,0.0007483000008505769,False
25,2,0.0,44,astar,tight,3376.9507799481116,26,44,44,45,0.00034159999995608814,False
25,2,0.5,42,full_dp,tight,2440.8562570977233,63,101,101,64,0.0007595999995828606,False
25,2,0.5,42,dijkstra,tight,2440.856257097723,64,101,101,64,0.00065320000067004,False
25,2,0.5,42,lao,tight,2440.8562570977233,40,69,69,55,0.0018029999991995282,False
25,2,0.5,42,astar,loose,2440.856257097723,64,101,101,64,0.0007036000024527311,False
25,2,0.5,42,astar,tight,2440.856257097723,26,41,41,42,0.00032309999733115546,False
25,2,0.5,43,full_dp,tight,2368.1740729698313,60,95,95,61,0.0005500000006577466,False
25,2,0.5,43,dijkstra,tight,2368.1740729698317,61,95,95,61,0.0006098999983805697,False
25,2,0.5,43,lao,tight,2368.1740729698313,32,54,54,48,0.0013518000014300924,False
25,2,0.5,43,astar,loose,2368.174072969832,61,95,95,61,0.0006639999992330559,False
25,2,0.5,43,astar,tight,2368.174072969832,32,49,49,44,0.0003770000002987217,False
25,2,0.5,44,full_dp,tight,2463.9967670637257,66,107,107,67,0.0006237000015971716,False
25,2,0.5,44,dijkstra,tight,2463.9967670637257,67,107,107,67,0.0006917999999132007,False
25,2,0.5,44,lao,tight,2463.9967670637257,35,62,62,53,0.0015477999986615032,False
25,2,0.5,44,astar,loose,2463.996767063726,67,107,107,67,0.0007331000015255995,False
25,2,0.5,44,astar,tight,2463.996767063726,26,40,40,41,0.0004045999994559679,False
25,2,1.0,42,full_dp,tight,2040.2140732444834,63,101,101,64,0.0005806000008306,False
25,2,1.0,42,dijkstra,tight,2040.214073244483,64,101,101,64,0.0006388000001606997,False
25,2,1.0,42,lao,tight,2040.2140732444834,44,76,76,58,0.0020523999992292374,False
25,2,1.0,42,astar,loose,2040.214073244483,64,101,101,64,0.0007011999987298623,False
25,2,1.0,42,astar,tight,2040.214073244483,27,45,45,45,0.0003485000015643891,False
25,2,1.0,43,full_dp,tight,2020.6435938775705,60,95,95,61,0.0005420000015874393,False
25,2,1.0,43,dijkstra,tight,2020.643593877571,61,95,95,61,0.000612599997111829,False
25,2,1.0,43,lao,tight,2020.6435938775708,34,57,57,49,0.0014574999986507464,False
25,2,1.0,43,astar,loose,2020.643593877571,61,95,95,61,0.0006564999966940377,False
25,2,1.0,43,astar,tight,2020.643593877571,48,74,74,53,0.0005357000009098556,False
25,2,1.0,44,full_dp,tight,2049.9708053152335,66,107,107,67,0.0006059000006644055,False
25,2,1.0,44,dijkstra,tight,2049.9708053152335,67,107,107,67,0.0006794999972044025,False
25,2,1.0,44,lao,tight,2049.9708053152335,35,64,64,55,0.0016304000018863007,False
25,2,1.0,44,astar,loose,2049.970805315234,67,107,107,67,0.0010531000007176772,False
25,2,1.0,44,astar,tight,2049.9708053152335,29,45,45,43,0.0003490999988571275,False
25,2,2.0,42,full_dp,tight,1742.3787513487398,63,101,101,64,0.0005703000024368521,False
25,2,2.0,42,dijkstra,tight,1742.3787513487398,64,101,101,64,0.0006530999999085907,False
25,2,2.0,42,lao,tight,1742.3787513487398,30,51,51,47,0.001516000000265194,False
25,2,2.0,42,astar,loose,1742.37875134874,64,101,101,64,0.0010088999988511205,False
25,2,2.0,42,astar,tight,1742.37875134874,28,43,43,43,0.0003451000011409633,False
25,2,2.0,43,full_dp,tight,1761.720430059926,60,95,95,61,0.0005511999988812022,False
25,2,2.0,43,dijkstra,tight,1761.7204300599258,61,95,95,61,0.0005959000009170268,False
25,2,2.0,43,lao,tight,1761.720430059926,28,50,50,48,0.0012266999983694404,False
25,2,2.0,43,astar,loose,1761.7204300599262,61,95,95,61,0.0006470000007539056,False
25,2,2.0,43,astar,tight,1761.7204300599258,40,60,60,47,0.0004220000009809155,False
25,2,2.0,44,full_dp,tight,1748.0163806797154,66,107,107,67,0.0006183000004966743,False
25,2,2.0,44,dijkstra,tight,1748.0163806797152,67,107,107,67,0.0006855000028735958,False
25,2,2.0,44,lao,tight,1748.0163806797157,38,68,68,57,0.0016801000019768253,False
25,2,2.0,44,astar,loose,1748.0163806797154,67,107,107,67,0.0007933000015327707,False
25,2,2.0,44,astar,tight,1748.0163806797152,26,41,41,42,0.0003370000013092067,False
25,3,0.0,42,full_dp,tight,3311.4917918650735,123,255,255,124,0.0019743000011658296,False
25,3,0.0,42,dijkstra,tight,3311.4917918650735,124,255,255,124,0.0023349000002781395,False
25,3,0.0,42,lao,tight,3311.4917918650735,40,87,87,71,0.0029313999984879047,False
25,3,0.0,42,astar,loose,3311.4917918650744,124,255,255,124,0.002302500000951113,False
25,3,0.0,42,astar,tight,3311.491791865074,27,55,55,55,0.0006281999994826037,False
25,3,0.0,43,full_dp,tight,3122.09689183361,118,241,241,119,0.0018617999994603451,False
25,3,0.0,43,dijkstra,tight,3122.09689183361,119,241,241,119,0.00222369999755756,False
25,3,0.0,43,lao,tight,3122.09689183361,49,103,103,76,0.003795299999183044,False
25,3,0.0,43,astar,loose,3122.09689183361,119,241,241,119,0.0022291999994195066,False
25,3,0.0,43,astar,tight,3122.0968918336102,26,50,50,51,0.0005994999992253724,False
